best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.7647704964037295,0.7547079242070516,0.7847222222222222,0.7815,9.999999747378752e-05,99
