val_loss,val_acc,loss,acc,lr
2.3018657004038494,0.109,2.3394568978062384,0.11085185185185185,9.999999747378752e-05
2.3011744867960613,0.109,2.3007710552922003,0.11274074074074074,9.999999747378752e-05
2.3012170537312824,0.109,2.3004911712363914,0.11274074074074074,9.999999747378752e-05
2.3007872670491536,0.109,2.3002696297257037,0.11274074074074074,9.999999747378752e-05
2.300748523712158,0.109,2.3000073400426793,0.11274074074074074,9.999999747378752e-05
2.3006523882548016,0.109,2.2998038639492457,0.11274074074074074,9.999999747378752e-05
2.300312828063965,0.109,2.2995244578608762,0.11274074074074074,9.999999747378752e-05
2.299940180460612,0.109,2.299313753410622,0.11274074074074074,9.999999747378752e-05
2.2998805859883626,0.109,2.2990329291732223,0.11274074074074074,9.999999747378752e-05
2.2993316300710043,0.109,2.2987906756224454,0.11274074074074074,9.999999747378752e-05
2.2994119186401365,0.109,2.2985966394918935,0.11274074074074074,9.999999747378752e-05
2.298720127105713,0.109,2.298370443414759,0.11274074074074074,9.999999747378752e-05
2.2986778895060223,0.109,2.298093645449038,0.11274074074074074,9.999999747378752e-05
2.2985345369974772,0.109,2.297735969260887,0.11274074074074074,9.999999747378752e-05
2.298388137817383,0.109,2.2975458218609845,0.11274074074074074,9.999999747378752e-05
2.2978497206370037,0.109,2.2971962177135326,0.11274074074074074,9.999999747378752e-05
2.2974513765970865,0.109,2.2969331819039804,0.11274074074074074,9.999999747378752e-05
2.297330443064372,0.109,2.2966042905736854,0.11274074074074074,9.999999747378752e-05
2.296481516520182,0.109,2.296276228728118,0.11274074074074074,9.999999747378752e-05
2.2966608022054036,0.109,2.295949511916549,0.11274074074074074,9.999999747378752e-05
2.2963394927978515,0.109,2.2955459902728044,0.11274074074074074,9.999999747378752e-05
2.295745232899984,0.109,2.2951316861046687,0.11274074074074074,9.999999747378752e-05
2.2950617357889813,0.109,2.2947620448359736,0.11274074074074074,9.999999747378752e-05
2.2949907048543294,0.109,2.2942506207360163,0.11274074074074074,9.999999747378752e-05
2.29452690633138,0.109,2.293762639222322,0.11275925925925925,9.999999747378752e-05
2.2936580683390297,0.109,2.293320414931686,0.11307407407407408,9.999999747378752e-05
2.2931516615549725,0.109,2.292724051722774,0.11274074074074074,9.999999747378752e-05
2.292764101664225,0.109,2.292051396122685,0.11338888888888889,9.999999747378752e-05
2.291870292027791,0.19766666666666666,2.2914485694037543,0.1145925925925926,9.999999747378752e-05
2.2910583305358885,0.109,2.2907398081885444,0.13537037037037036,9.999999747378752e-05
2.2903182468414305,0.109,2.2899970001644556,0.11292592592592593,9.999999747378752e-05
2.2896582832336425,0.109,2.2891500279461896,0.11387037037037037,9.999999747378752e-05
2.28854004796346,0.109,2.28822065311008,0.11274074074074074,9.999999747378752e-05
2.287725711186727,0.133,2.287112303204007,0.11746296296296296,9.999999747378752e-05
2.286086738586426,0.109,2.286082678971467,0.119,9.999999747378752e-05
2.285052455266317,0.109,2.2848395857634367,0.11414814814814815,9.999999747378752e-05
2.283425015767415,0.1645,2.283441679565995,0.11724074074074074,9.999999747378752e-05
