val_loss,val_acc,loss,acc,lr
0.15472452065348624,0.9546666666666667,0.5701487347594014,0.8275370370370371,0.0010000000474974513
0.11425783163805803,0.9653333333333334,0.12754043686169164,0.9611666666666666,0.0010000000474974513
0.07532242588947216,0.9765,0.09296759960993572,0.9712037037037037,0.0010000000474974513
0.06455129856740435,0.9805,0.07445100516149843,0.9772777777777778,0.0010000000474974513
0.05731871243752539,0.984,0.06360675212423558,0.9799444444444444,0.0010000000474974513
0.051802898429334165,0.9833333333333333,0.055733907753946606,0.9828888888888889,0.0010000000474974513
0.054197379627575475,0.9845,0.05029031608964282,0.9842777777777778,0.0010000000474974513
0.045698488499348364,0.9858333333333333,0.04526602931224086,0.9855185185185186,0.0010000000474974513
0.04354130482114851,0.9865,0.04131718468093486,0.9872037037037037,0.0010000000474974513
0.03946471143793315,0.9871666666666666,0.038412170623981015,0.9879074074074075,0.0010000000474974513
0.050295473963953556,0.984,0.034844248148474706,0.9889259259259259,0.0010000000474974513
0.044744629093445835,0.985,0.032302975722778314,0.9894814814814815,0.0010000000474974513
0.0361156283384189,0.9893333333333333,0.028697333389229175,0.9907592592592592,0.0010000000474974513
0.04959728855903571,0.9853333333333333,0.027112358818943093,0.9912222222222222,0.0010000000474974513
0.03691278014254446,0.9908333333333333,0.025003783048699713,0.9918148148148148,0.0010000000474974513
0.04520219555015986,0.987,0.023494419637925198,0.9925925925925926,0.0010000000474974513
0.03810485057532787,0.9895,0.021564951041398606,0.9929629629629629,0.0010000000474974513
0.0438788368004219,0.9873333333333333,0.020331500015984702,0.9932592592592593,0.0010000000474974513
0.03355610181220497,0.9903333333333333,0.019272070793788534,0.9937407407407407,0.0010000000474974513
0.04513412056711968,0.9885,0.017156517734802847,0.9943148148148148,0.0010000000474974513
0.03735241589613725,0.9893333333333333,0.01773013511281978,0.9943148148148148,0.0010000000474974513
0.03533418818722324,0.9901666666666666,0.01535270163020188,0.9951111111111111,0.0010000000474974513
0.03801190298380486,0.99,0.01428589615205527,0.9955,0.0010000000474974513
0.04407353749657826,0.9881666666666666,0.013406108937650936,0.9955555555555555,0.0010000000474974513
0.034135216719509726,0.9915,0.012632718680058908,0.9958703703703704,0.0010000000474974513
0.03231286173548627,0.9923333333333333,0.012015768251551049,0.9959814814814815,0.0010000000474974513
0.036936374642459364,0.9908333333333333,0.010794957856476281,0.9966481481481482,0.0010000000474974513
0.04637890739168506,0.9886666666666667,0.010705992390383336,0.9966296296296296,0.0010000000474974513
0.03910748238483211,0.9895,0.011096868821351866,0.9963888888888889,0.0010000000474974513
0.04929560123199674,0.9891666666666666,0.008888044661023607,0.9972777777777778,0.0010000000474974513
0.04266350174448841,0.9886666666666667,0.009123491015406519,0.9969814814814815,0.0010000000474974513
0.04072972133201741,0.9893333333333333,0.009716867199842386,0.9968518518518519,0.0010000000474974513
0.0462455728809194,0.99,0.0086163353986054,0.9972777777777778,0.0010000000474974513
0.049745472220456576,0.9883333333333333,0.008387785297058279,0.9973333333333333,0.0010000000474974513
0.05347335261479505,0.9871666666666666,0.007467351152052288,0.997537037037037,0.0010000000474974513
0.05442056312179193,0.9888333333333333,0.0076359011128286644,0.9972962962962963,0.0010000000474974513
0.046101434746058656,0.9895,0.006642273419700225,0.9976296296296296,0.0010000000474974513
0.04947678133626565,0.9886666666666667,0.005633333478680099,0.9982592592592593,0.0010000000474974513
0.04733732215996618,0.9903333333333333,0.006432565550303008,0.9979074074074074,0.0010000000474974513
0.04783130143885501,0.9896666666666667,0.006618236710383051,0.9977407407407407,0.0010000000474974513
0.0439664981165309,0.9901666666666666,0.005458018976075942,0.9982962962962963,0.0010000000474974513
0.044979926064623824,0.99,0.004110728680779411,0.9986296296296296,0.0010000000474974513
0.048663743312150474,0.9891666666666666,0.006179293123477489,0.9979259259259259,0.0010000000474974513
0.04304324682849862,0.9915,0.006250838312158858,0.9977962962962963,0.0010000000474974513
0.04480598340051074,0.9891666666666666,0.005925009126162978,0.9979259259259259,0.0010000000474974513
0.044365072288549225,0.9901666666666666,0.0043602719074931,0.998537037037037,0.0010000000474974513
0.04848336279772896,0.9886666666666667,0.004163627223571893,0.9986666666666667,0.0010000000474974513
0.03992226514808499,0.9911666666666666,0.004891150321453434,0.9982592592592593,0.0010000000474974513
0.049751662961928865,0.9893333333333333,0.003690585306316751,0.9987777777777778,0.0010000000474974513
0.04482115345858559,0.9901666666666666,0.00581170908429306,0.9981666666666666,0.0010000000474974513
0.04995049763816193,0.9905,0.003031999623125254,0.999,0.0010000000474974513
0.046880711098241594,0.9896666666666667,0.003649619509779566,0.9987592592592592,0.0010000000474974513
0.05735114410948336,0.9886666666666667,0.0034011838980079656,0.9988888888888889,0.0010000000474974513
0.06063256261967702,0.9891666666666666,0.004828510587005675,0.9982777777777778,0.0010000000474974513
0.05206220845242024,0.9893333333333333,0.002708776337189462,0.9991481481481481,0.0010000000474974513
0.05216050814075667,0.9888333333333333,0.004491483262052969,0.9985555555555555,0.0010000000474974513
0.05136923317247056,0.9901666666666666,0.004829134422332892,0.9983518518518518,0.0010000000474974513
0.04572194808573355,0.9903333333333333,0.00547396443665355,0.9981111111111111,0.0010000000474974513
0.0453093165576247,0.991,0.0037495851269390085,0.9988148148148148,0.0010000000474974513
0.061790529851240235,0.9896666666666667,0.0036226464354327044,0.9987962962962963,0.0010000000474974513
0.05291486150412493,0.9893333333333333,0.0041031663655714205,0.9985740740740741,0.0010000000474974513
0.05827836799082252,0.9895,0.0026902118940639007,0.9990740740740741,0.0010000000474974513
0.05074821478953345,0.9918333333333333,0.0017167786825424357,0.999537037037037,0.0010000000474974513
0.05384245509922402,0.9883333333333333,0.004006681504077834,0.9985185185185185,0.0010000000474974513
0.04945342197273157,0.9908333333333333,0.004159438487277772,0.998462962962963,0.0010000000474974513
0.047034537720268416,0.9908333333333333,0.0027533997801083556,0.999,0.0010000000474974513
0.055337288364299034,0.9885,0.0032153394545665144,0.9989814814814815,0.0010000000474974513
