best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0007413322764611655,0.056770606129015654,0.9998333333333334,0.9908333333333333,0.0010000000474974513,99
